LessonNum	QuestionNum	Question	Answer1	Answer2	Answer3	Answer4	Answer5	Answer6	Correct	CB	CDT	MB	MDT
315	1	The explosion discussed in this article occurred on the island of	Sumatra	Krakatoa	Java	Maha-Meru			2	1	2002-11-06 08:36:35	1	2003-02-13 18:46:50
315	2	The explosion was caused by a	volcanic eruption	bomb	violent earthquake	tornado			1	1	2002-11-06 08:36:35	1	2003-02-13 18:46:50
315	3	The story says that after the explosion of Maha-Meru	the island stood 300 feet above sea level	the island had completely disappeared	only a slim edge of the crater remained	about half of the island had sunk			3	1	2002-11-06 08:36:35	1	2003-02-13 18:46:50
315	4	When Maha-Meru exploded, it shot up	steam and lava	snow and ice	stones and dust	All of the above			4	1	2002-11-06 08:36:35	1	2003-02-13 18:46:50
315	5	The article says that the skies were darkened in cities about	17 miles away	30 miles away	100 miles away	2250 miles away			3	1	2002-11-06 08:36:35	1	2003-02-13 18:46:50
315	6	The story says that the thunder of the explosion was heard in	England	the United States	India	None of the above			4	1	2002-11-06 08:36:35	1	2003-02-13 18:46:50
315	7	According to the article, the tidal wave  caused by the explosion	was one hundred feet high	was heard in Australia	caused 36,000 deaths in the Sunda Straits	Both A and C			4	1	2002-11-06 08:36:35	1	2003-02-13 18:46:50
315	8	The story says that the tidal wave that followed the explosion reached as far as the	Arctic Ocean	Mississippi River	Black Sea	English Channel			4	1	2002-11-06 08:36:35	1	2003-02-13 18:46:50
316	1	Pueblo-dwelling Indians lived in the	northwestern United States	southwestern United States	southern part of Canada	southern area of Mexico			2	1	2002-11-06 08:36:35	1	2003-02-13 18:48:55
316	2	Pueblos were made of	straw	mud	wood	All of the above			4	1	2002-11-06 08:36:35	1	2003-02-13 18:48:55
316	3	The cliff dwellers built their pueblos	in caves in the sides of canyon walls	in valleys surrounded by mountains	on flat ground	along riverbanks			1	1	2002-11-06 08:36:35	1	2003-02-13 18:48:55
316	4	The story says that the prehistoric Pueblo Indians knew little about	sanitation	farming	hunting	art			1	1	2002-11-06 08:36:35	1	2003-02-13 18:48:55
316	5	These Indians disposed of their refuse by	throwing it into an unused room	tossing it out the window	burying or burning it	Both A and B			4	1	2002-11-06 08:36:35	1	2003-02-13 18:48:55
316	6	The cliff dwelling called Inscription House is located	near the Arizona-New Mexico border	near the Arizona-Mexico border	near the Arizona-Utah border	in Mexico			3	1	2002-11-06 08:36:35	1	2003-02-13 18:48:55
316	7	Between two of the rooms in Inscription House, archaeologists found a six-foot-deep	pile of straw, mud, and wood	pile of debris	pueblo	well			2	1	2002-11-06 08:36:35	1	2003-02-13 18:48:55
316	8	The excavation supervisor said that the Indians might have been driven away from Inscription House by	their enemies	heavy rains	the smell	a dry spell			3	1	2002-11-06 08:36:35	1	2003-02-13 18:48:55
317	1	Tutankhamen's reign could probably be best described as	short and unimportant	long and unimportant	short and important	long and important			1	1	2002-11-06 08:36:35	1	2003-02-21 20:21:21
317	2	 The most important task accomplished by King Tutankhamen was the
	building of an irrigation system	building of a great city	designing of his own tomb	giving of great gifts to his kingdom			3	1	2002-11-06 08:36:35	1	2003-02-21 20:24:42
317	3	 King Tutankhamen's tomb is located in
	Royal Hill	the Valley of the Kings	Egypt	Both B and C			4	1	2002-11-06 08:36:35	1	2003-02-21 20:26:11
317	4	The antechamber of the tomb held
	furniture	statues	the king's throne	All of the above			4	1	2002-11-06 08:36:35	1	2003-02-21 20:26:59
317	5	 The tomb contained
	two chambers	three chambers	four chambers	five chambers			1	1	2002-11-06 08:36:35	1	2003-02-21 20:27:38
317	6	 The king's casket was made of
	silver	gold	bronze	copper			2	1	2002-11-06 08:36:35	1	2003-02-21 20:28:24
317	7	The treasures of the tomb are now in

	the tomb	a royal place	the United States	a museum			4	1	2002-11-06 08:36:35	1	2003-02-21 20:31:25
317	8	 Implied but not stated:
	King Tutankhamen's burial gifts are not valuable by today's standards.	Burial rites were very important to the Egyptians.	Carter hunted for the tomb for six years.	The Egyptians are very poor people.			2	1	2002-11-06 08:36:35	1	2005-09-20 16:06:01
318	1	The Great Sand Dunes National Monument is in	Colorado	Arizona	Utah	Nevada			1	1	2002-11-06 08:36:35	1	2003-02-21 20:35:49
318	2	The dunes are surrounded by	mountains	a river	a valley	low hills			3	1	2002-11-06 08:36:35	1	2003-02-21 20:35:49
318	3	The wildlife that can be found in the dunes includes	skunks and rabbits	chipmunks and coyotes	ground squirrels and birds	All of the above			4	1	2002-11-06 08:36:35	1	2003-02-21 20:35:50
318	4	The sport that is popular at the dunes is	fishing	skiing	horseback riding	auto racing			2	1	2002-11-06 08:36:35	1	2003-02-21 20:35:50
318	5	At the Great Sand Dunes you would find a	dear sky and cool sand	cloudy sky and hot sand	clear sky and hot sand	cloudy sky and cool sand			1	1	2002-11-06 08:36:35	1	2003-02-21 20:35:50
318	6	Although the sand looks tan from a distance, the particles of sand are really	cream and pink	umber and purple	blue and gray	All of the above			4	1	2002-11-06 08:36:36	1	2005-06-08 16:27:25
318	7	The dunes cover an area of	fifty-seven square miles	36,740 acres	8000 feet	Both A and B			4	1	2002-11-06 08:36:36	1	2003-02-21 20:35:50
318	8	Implied but not stated:	The Sahara covers an area many times larger than the dunes.	The altitude of the dunes is five thousand feet above sea level.	The dunes became a national monument in 1932.	Few sightseers visit the dunes.			1	1	2002-11-06 08:36:36	1	2003-02-21 20:35:50
319	1	Implied but not stated: Road maps are valuable because	they are so hard to get	they show almost every road	Americans get lost so easily	Americans do so much traveling by car			4	1	2002-11-06 08:36:36	1	2003-06-12 16:45:37
319	2	Road maps may show the location of	golf courses and campgrounds	capitals and airports	museums and football stadiums	All of the above			4	1	2002-11-06 08:36:36	1	2003-02-21 20:46:34
319	3	The story says that road maps can be used	for navigational purposes only	as flyswatters	as book jackets	Both B and C			4	1	2002-11-06 08:36:36	1	2003-02-21 20:46:34
319	4	The story says that you could probably find road maps in	glove compartments	bookcases	basements	All of the above			4	1	2002-11-06 08:36:36	1	2003-02-21 20:46:34
319	5	The road-map idea was developed in the city of	Pittsburgh in 1914	Chicago in 1920	Pittsburgh in 1940	Chicago in 1900			1	1	2002-11-06 08:36:36	1	2003-02-21 20:46:34
319	6	William Akin was employed as	an automobile salesman	an advertising executive	a mapmaker	a service station attendant			2	1	2002-11-06 08:36:36	1	2003-02-21 20:46:34
319	7	Akin's idea of a road map was first used by	an automobile manufacturer	a atlas company	an oil company	an advertising agency			3	1	2002-11-06 08:36:36	1	2003-02-26 13:37:14
319	8	The story implies that road maps are available at most	campgrounds	airports	service stations	advertising agencies			3	1	2002-11-06 08:36:36	1	2003-02-21 20:46:34
320	1	The property rights to the land through which the Panama Canal was dug have been held by	France	Colombia	the United States	All of the above			4	1	2002-11-06 08:36:36	1	2003-02-21 20:49:49
320	2	The first country that attempted to build a canal through Panama was	Colombia	France	the United States	England			2	1	2002-11-06 08:36:36	1	2003-02-21 20:49:49
320	3	The first attempt to build a canal failed because of	diseases among the workers	construction costs	bad weather	Both A and B			4	1	2002-11-06 08:36:36	1	2003-02-21 20:49:49
320	4	The United States couldn't get property rights in Panama before 1903 because	it didn't have enough money	there were no Americans there	Both A and B	Neither A nor B			4	1	2002-11-06 08:36:36	1	2003-02-21 20:49:49
320	5	In 1903 the people of Panama decided to	declare their independence	lease the Canal Zone	Both A and B	Neither A nor B			3	1	2002-11-06 08:36:36	1	2003-02-21 20:49:49
320	6	United States Army officers were given the job of	guarding the zone	cleaning up the zone	driving out the Colombians	Both A and C			2	1	2002-11-06 08:36:36	1	2003-02-21 20:49:49
320	7	The Panama Canal was completed in	1882	1903	1904	1914			4	1	2002-11-06 08:36:36	1	2003-02-21 20:49:49
320	8	The distance by sea from New York to San Francisco was shortened by	more than half	less than half	about half	The article does not say.			1	1	2002-11-06 08:36:36	1	2003-02-21 20:49:49
321	1	The Roman Empire fell in A.D.	350	456	476	525			3	1	2002-11-06 08:36:36	1	2003-02-21 22:30:05
321	2	The barbaric tribes that overran the empire came from	northern Europe	southern Europe	central Europe	Both A and C			4	1	2002-11-06 08:36:36	1	2003-02-21 22:30:05
321	3	The Dark Ages is best described as a time of	peace	disorder	order	Both A and C			2	1	2002-11-06 08:36:36	1	2003-02-21 22:30:05
321	4	The barbarians were especially interested in	law	religion	education	None of the above			4	1	2002-11-06 08:36:36	1	2003-02-21 22:30:05
321	5	A revival of learning was first brought about by	priests	kings	common people	None of the above			1	1	2002-11-06 08:36:36	1	2003-02-21 22:30:05
321	6	The story says that schools were established for	laymen	clergy	barbarians	Both A and B			4	1	2002-11-06 08:36:36	1	2003-02-21 22:30:05
321	7	A teacher acquired students through his	money	reputation	power	nobility			2	1	2002-11-06 08:36:36	1	2003-02-21 22:30:05
321	8	Schools sought charters for	protection	rights	privileges	All of the above			4	1	2002-11-06 08:36:36	1	2003-02-21 22:30:05
322	1	For their thread, tailorbirds use 	grass	moss	a spider web				3	1	2002-11-06 08:36:36	1	2002-11-16 13:59:31
322	2	The birds poke holes in the leaves with their
	bills	claws	feathers				1	1	2002-11-06 08:36:36	1	2002-11-16 13:59:49
322	3	The birds fill their nest with 	a spider web	grass and moss	twigs and leaves				2	1	2002-11-06 08:36:36	1	2002-11-16 14:00:09
322	4	If their nest comes apart, the birds 	sew it up	make a new one	move away				1	1	2002-11-06 08:36:36	1	2002-11-16 14:00:43
322	5	The name tailorbird tells 	how the birds look	what the birds do	where the birds live				2	1	2002-11-06 08:36:36	1	2002-11-16 14:00:59
323	1	The story says the robber crab is very	small	mean	strong				3	1	2002-11-06 08:36:36	1	2003-02-13 18:51:56
323	2	The crab likes coconuts that are	hard	green	ripe				2	1	2002-11-06 08:36:36	1	2003-02-13 18:52:49
323	3	The robber crab lives in	the water	caves	trees				2	1	2002-11-06 08:36:36	1	2003-02-13 18:51:56
323	4	One crab can eat all the coconuts	on two trees	on five trees	in a whole crop				1	1	2002-11-06 08:36:36	1	2003-02-13 18:51:56
323	5	Some people use the crabs as	pets	helpers	food				3	1	2002-11-06 08:36:36	1	2003-02-13 18:51:56
324	1	The story says that a bald cypress is the biggest tree	in the world	in the United States	east of the Rockies				3	1	2002-11-06 08:36:37	1	2003-02-13 18:54:31
324	2	The tree is in a swamp in	Tennessee	Georgia	Florida				1	1	2002-11-06 08:36:37	1	2005-04-20 19:14:07
324	3	The height of the tree is	68 feet	130 feet	1300 feet				2	1	2002-11-06 08:36:37	1	2003-02-13 18:54:31
324	4	The bald cypress is about	130 years old	1300 years old	2300 years old				2	1	2002-11-06 08:36:37	1	2003-02-13 18:54:31
324	5	The story says that the tree was not cut for timber because it was	too big	hollow	hard to find				2	1	2002-11-06 08:36:37	1	2003-02-13 18:54:31
325	1	Abraham Lincoln liked most things to be	small	noisy	plain				3	1	2002-11-06 08:36:37	1	2003-02-13 18:56:03
325	2	Lincoln's one luxury was his	bed	chair	table				1	1	2002-11-06 08:36:37	1	2003-02-13 18:56:03
325	3	Lincoln needed a big bed because he was	fat	tall	thin				2	1	2002-11-06 08:36:37	1	2003-02-13 18:56:03
325	4	The story says that Lincoln's bed is	six feet long	nine feet long	twelve feet long				2	1	2002-11-06 08:36:37	1	2003-02-13 18:56:03
325	5	Today the Lincoln bed is used by	no one	the President	visitors to the White House				3	1	2002-11-06 08:36:37	1	2003-02-13 18:56:03
326	1	To save his nuts, the squirrel	hides them	eats them	grows them				1	1	2002-11-06 08:36:37	1	2003-02-13 18:59:16
326	2	He puts them	in trees	in the snow	on the ground				3	1	2002-11-06 08:36:37	1	2003-02-13 18:59:16
326	3	The squirrel finds his nuts by	seeing them	smelling them	knowing where he put them				2	1	2002-11-06 08:36:37	1	2003-02-13 18:59:16
326	4	Some nuts he doesn't find become	leaves	trees	grass				2	1	2002-11-06 08:36:37	1	2003-02-13 18:59:16
326	5	Thanks to the squirrel, there are	many feet of snow	no nuts on the trees	new trees in the forest				3	1	2002-11-06 08:36:37	1	2003-02-13 18:59:16
327	1	Pearls grow in	snails	oysters	shrimp				2	1	2002-11-06 08:36:37	1	2003-02-13 22:27:40
327	2	Pearls are formed around a grain of	sand	dust	wood				1	1	2002-11-06 08:36:37	1	2003-02-13 22:27:41
327	3	Pearls might have a perfect shape if they grow	attached to the shell	in the lining of the shell	free of the shell				3	1	2002-11-06 08:36:37	1	2003-02-13 22:27:41
327	4	The best pearls are	round	red	square				1	1	2002-11-06 08:36:37	1	2003-02-13 22:27:41
327	5	Black pearls are worth quite a bit because they are	big	rare	sandy				2	1	2002-11-06 08:36:37	1	2003-02-13 22:27:41
328	1	The story says that birthday trees are planted	all over the world	in some parts of the world	only in the United States				2	1	2002-11-06 08:36:37	1	2003-02-13 22:29:53
328	2	A birthday tree is planted	when a child is one year old	before a child is born	on the day a child is born				3	1	2002-11-06 08:36:37	1	2003-02-13 22:29:54
328	3	Once the tree is planted, it is	tended carefully	left alone	cut down				1	1	2002-11-06 08:36:37	1	2003-02-13 22:29:54
328	4	When the tree thrives, it is thought that the child will	be hurt	die	have good luck				3	1	2002-11-06 08:36:37	1	2003-02-13 22:29:54
328	5	If the tree dies, the child might	become ill	have good luck	thrive				1	1	2002-11-06 08:36:37	1	2003-02-13 22:29:54
329	1	An Eskimo's village home is	an ice hut	a wooden house	a cave				2	1	2002-11-06 08:36:37	1	2003-02-13 22:31:18
329	2	When an Eskimo cuts snow, he uses	a knife	an ax	a spear				1	1	2002-11-06 08:36:37	1	2003-02-13 22:31:18
329	3	The Eskimo piles the snow blocks in	a straight line	two straight lines	a circle				3	1	2002-11-06 08:36:37	1	2003-02-13 22:31:18
329	4	The door is made of	dirt	snow	wood				2	1	2002-11-06 08:36:37	1	2003-02-13 22:31:18
329	5	An igloo can be made of	snow or wood	dirt or wood	snow or dirt				1	1	2002-11-06 08:36:37	1	2003-02-13 22:31:18
330	1	Top hats were wanted by	just a few men	all gentlemen	young boys				2	1	2002-11-06 08:36:37	1	2003-02-13 22:32:56
330	2	The hats were made from the fur of a	bear	beaver	mink				2	1	2002-11-06 08:36:37	1	2003-02-13 22:32:56
330	3	The wet fur was put between two pieces of	leather	wood	paper				1	1	2002-11-06 08:36:37	1	2003-02-13 22:32:56
330	4	The felt was like	heavy cloth	thick leather	thin paper				1	1	2002-11-06 08:36:37	1	2003-02-13 22:32:56
